timestamp,batch_id,status,user_token,total_requests,completed_requests,failed_requests,created_at,completed_at,input_file_id,output_file_id,remaining_balance,completion_window,endpoint,metadata,time_since_last_log,completed_increment,failed_increment,time_per_request,processing_rate,overall_processing_rate,estimated_remaining_time,total_elapsed_time
2024-07-17T15:04:23.462634,batch_fNmTPAAV5jcDkAFAtsXG2Ztr,in_progress,02CW44Quvi5-Yj0jHaBdqw,4,0,0,2024-07-17T15:04:17,,file-77cVanEOaVniVSYH5OecIdb6,,96,24h,/v1/chat/completions,"{""user_token"": ""02CW44Quvi5-Yj0jHaBdqw""}",0.0,0,0,0,0,0.0,0,6.462634086608887
2024-07-17T15:04:38.679019,batch_fNmTPAAV5jcDkAFAtsXG2Ztr,completed,02CW44Quvi5-Yj0jHaBdqw,4,4,0,2024-07-17T15:04:17,2024-07-17T15:04:37,file-77cVanEOaVniVSYH5OecIdb6,file-rl9KFxtVjADels57bclWoOee,96,24h,/v1/chat/completions,"{""user_token"": ""02CW44Quvi5-Yj0jHaBdqw""}",15.216384887695312,4,0,3.804096221923828,0.2628745283141851,0.1845101941532104,0.0,21.6790189743042
2024-07-17T15:06:32.138985,batch_2ITpNF3g0YEOgwTwBSo1xv8s,in_progress,lfTyZMaZCC0GMv4FeS9yyA,75,73,0,2024-07-17T15:05:39,,file-f2R298n5Xrbt78QHicIxrr0h,,8,24h,/v1/chat/completions,"{""user_token"": ""lfTyZMaZCC0GMv4FeS9yyA""}",0.0,73,0,0.0,0,1.373756011934204,1.4558626005094344,53.13898491859436
2024-07-17T15:06:47.327979,batch_2ITpNF3g0YEOgwTwBSo1xv8s,completed,lfTyZMaZCC0GMv4FeS9yyA,75,75,0,2024-07-17T15:05:39,2024-07-17T15:06:45,file-f2R298n5Xrbt78QHicIxrr0h,file-a8Hd1Dwl8n25BmzMwVaYcaqM,8,24h,/v1/chat/completions,"{""user_token"": ""lfTyZMaZCC0GMv4FeS9yyA""}",15.18899416923523,2,0,7.594497084617615,0.13167428848257307,1.0976469815329108,0.0,68.32797908782959
2024-07-17T15:06:48.625933,batch_FBiZeZpKlKGNiwrdJqgR36eh,completed,lfTyZMaZCC0GMv4FeS9yyA,17,17,0,2024-07-17T15:05:44,2024-07-17T15:06:38,file-T8uvoORbqC8l0ggOmc5xBzgj,file-0HownOxq4frtgKGYijtYuqwS,8,24h,/v1/chat/completions,"{""user_token"": ""lfTyZMaZCC0GMv4FeS9yyA""}",0.0,17,0,0.0,0,0.26305229442795514,0.0,64.6259331703186
2024-07-18T18:49:04.202808,batch_kscw1qB5vXbbPdzeazOIhr3m,in_progress,l85VZPC1_djU4kv4GWGZUA,4,0,0,2024-07-18T18:49:00,,file-cpOs3XiJt19ytE4qy21uf9gY,,96,24h,/v1/chat/completions,"{""user_token"": ""l85VZPC1_djU4kv4GWGZUA""}",0.0,0,0,0,0,0.0,0,4.202808141708374
2024-07-18T18:49:19.497254,batch_kscw1qB5vXbbPdzeazOIhr3m,in_progress,l85VZPC1_djU4kv4GWGZUA,4,1,0,2024-07-18T18:49:00,,file-cpOs3XiJt19ytE4qy21uf9gY,,96,24h,/v1/chat/completions,"{""user_token"": ""l85VZPC1_djU4kv4GWGZUA""}",15.294445753097534,1,0,15.294445753097534,0.06538321271285515,0.051289274140621476,58.491761684417725,19.497253894805908
2024-07-18T18:49:34.743076,batch_kscw1qB5vXbbPdzeazOIhr3m,completed,l85VZPC1_djU4kv4GWGZUA,4,4,0,2024-07-18T18:49:00,2024-07-18T18:49:28,file-cpOs3XiJt19ytE4qy21uf9gY,file-GUEJNRiYFXn8GUxXi3wiE9Qb,96,24h,/v1/chat/completions,"{""user_token"": ""l85VZPC1_djU4kv4GWGZUA""}",15.245822191238403,3,0,5.081940730412801,0.19677521896615488,0.11513085341360232,0.0,34.74307608604431
2024-07-18T18:52:30.762956,batch_vW0midu4jKcirmmdUvswPQnc,in_progress,jQMjk7BELkkrqI5Yhd08dQ,4,0,0,2024-07-18T18:52:27,,file-3eI6rRr84XC7NXjBLxsXjaYY,,96,24h,/v1/chat/completions,"{""user_token"": ""jQMjk7BELkkrqI5Yhd08dQ""}",0.0,0,0,0,0,0.0,0,3.762956142425537
2024-07-18T18:52:45.994267,batch_vW0midu4jKcirmmdUvswPQnc,completed,jQMjk7BELkkrqI5Yhd08dQ,4,4,0,2024-07-18T18:52:27,2024-07-18T18:52:43,file-3eI6rRr84XC7NXjBLxsXjaYY,file-BnJf9vTuvT36aquz4N3WTqWX,96,24h,/v1/chat/completions,"{""user_token"": ""jQMjk7BELkkrqI5Yhd08dQ""}",15.231310844421387,4,0,3.8078277111053467,0.26261692383916113,0.21058985865418783,0.0,18.994266986846924
2024-07-18T19:00:47.852556,batch_fVpg2MMqRl58l0bHgK3e6r7z,in_progress,430NnliHxPReR8R4Iv1VrQ,17,16,0,2024-07-18T19:00:08,,file-8uAMkGOym3ZSWKNkaT5SLVY5,,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",0.0,16,0,0.0,0,0.40147989513964494,2.4907847493886948,39.852555990219116
2024-07-18T19:00:47.901445,batch_CzsxJwE4wKJqMYiSZ6hvqYl3,completed,430NnliHxPReR8R4Iv1VrQ,75,75,0,2024-07-18T18:59:59,2024-07-18T19:00:24,file-tUtWfs0TYH3qHqPXWcOZdiWy,file-e5ALXCxfvoBKk529rUAHHbNM,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",0.0,75,0,0.0,0,1.5336970056686412,0.0,48.901445150375366
2024-07-18T19:01:03.199886,batch_fVpg2MMqRl58l0bHgK3e6r7z,in_progress,430NnliHxPReR8R4Iv1VrQ,17,16,0,2024-07-18T19:00:08,,file-8uAMkGOym3ZSWKNkaT5SLVY5,,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",15.347330093383789,0,0,0,0,0.28985567063974055,3.449992880225181,55.199886083602905
2024-07-18T19:01:18.563411,batch_fVpg2MMqRl58l0bHgK3e6r7z,in_progress,430NnliHxPReR8R4Iv1VrQ,17,16,0,2024-07-18T19:00:08,,file-8uAMkGOym3ZSWKNkaT5SLVY5,,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",15.363524913787842,0,0,0,0,0.22674640828504788,4.410213187336922,70.56341099739075
2024-07-18T19:01:33.800412,batch_fVpg2MMqRl58l0bHgK3e6r7z,in_progress,430NnliHxPReR8R4Iv1VrQ,17,16,0,2024-07-18T19:00:08,,file-8uAMkGOym3ZSWKNkaT5SLVY5,,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",15.237000942230225,0,0,0,0,0.18647929116307085,5.362525746226311,85.80041193962097
2024-07-18T19:01:48.965531,batch_fVpg2MMqRl58l0bHgK3e6r7z,in_progress,430NnliHxPReR8R4Iv1VrQ,17,16,0,2024-07-18T19:00:08,,file-8uAMkGOym3ZSWKNkaT5SLVY5,,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",15.165118932723999,0,0,0,0,0.1584699239607771,6.31034567952156,100.96553087234497
2024-07-18T19:02:04.184547,batch_fVpg2MMqRl58l0bHgK3e6r7z,in_progress,430NnliHxPReR8R4Iv1VrQ,17,16,0,2024-07-18T19:00:08,,file-8uAMkGOym3ZSWKNkaT5SLVY5,,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",15.219016313552856,0,0,0,0,0.1377119452417338,7.261534199118615,116.18454718589783
2024-07-18T19:02:19.420399,batch_fVpg2MMqRl58l0bHgK3e6r7z,in_progress,430NnliHxPReR8R4Iv1VrQ,17,16,0,2024-07-18T19:00:08,,file-8uAMkGOym3ZSWKNkaT5SLVY5,,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",15.235852003097534,0,0,0,0,0.12174670065482329,8.21377494931221,131.42039918899536
2024-07-18T19:02:34.700942,batch_fVpg2MMqRl58l0bHgK3e6r7z,in_progress,430NnliHxPReR8R4Iv1VrQ,17,16,0,2024-07-18T19:00:08,,file-8uAMkGOym3ZSWKNkaT5SLVY5,,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",15.280542850494385,0,0,0,0,0.10906542096841501,9.16880887746811,146.70094203948975
2024-07-18T19:02:49.881163,batch_fVpg2MMqRl58l0bHgK3e6r7z,in_progress,430NnliHxPReR8R4Iv1VrQ,17,16,0,2024-07-18T19:00:08,,file-8uAMkGOym3ZSWKNkaT5SLVY5,,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",15.18022108078003,0,0,0,0,0.09883793575236906,10.117572695016861,161.88116312026978
2024-07-18T19:03:05.088548,batch_fVpg2MMqRl58l0bHgK3e6r7z,in_progress,430NnliHxPReR8R4Iv1VrQ,17,16,0,2024-07-18T19:00:08,,file-8uAMkGOym3ZSWKNkaT5SLVY5,,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",15.207385063171387,0,0,0,0,0.09035028049033436,11.068034261465073,177.08854818344116
2024-07-18T19:39:04.462878,batch_fVpg2MMqRl58l0bHgK3e6r7z,completed,430NnliHxPReR8R4Iv1VrQ,17,17,0,2024-07-18T19:00:08,2024-07-18T19:15:44,file-8uAMkGOym3ZSWKNkaT5SLVY5,file-hMa5LkH4UKHGa2lkpAKNrC9H,8,24h,/v1/chat/completions,"{""user_token"": ""430NnliHxPReR8R4Iv1VrQ""}",2159.374329805374,1,0,2159.374329805374,0.00046309710465537057,0.007275955530966232,0.0,2336.4628779888153
2024-07-18T20:03:47.282285,batch_BRQ9LyY1tSCy0Ehb8PuqR7Sl,in_progress,mH9NGHO4z-MAj3K-qLcziA,75,74,0,2024-07-18T20:03:08,,file-Ljpqyw1c8UtSQfKqwZBLUWPt,,8,24h,/v1/chat/completions,"{""user_token"": ""mH9NGHO4z-MAj3K-qLcziA""}",0.0,74,0,0.0,0,1.8838008035173435,0.5308416888520524,39.28228497505188
2024-07-18T20:03:47.414817,batch_eNGTta64nHivSyEbX5gyQOjH,completed,mH9NGHO4z-MAj3K-qLcziA,17,17,0,2024-07-18T20:03:12,2024-07-18T20:03:32,file-hrgCcRyrSgHXiYDfMB2sxW2I,file-ekfV1f1hhFyBtne3Z1pM6SzP,8,24h,/v1/chat/completions,"{""user_token"": ""mH9NGHO4z-MAj3K-qLcziA""}",0.0,17,0,0.0,0,0.48002506844782655,0.0,35.414817094802856
2024-07-18T20:04:02.593108,batch_BRQ9LyY1tSCy0Ehb8PuqR7Sl,in_progress,mH9NGHO4z-MAj3K-qLcziA,75,74,0,2024-07-18T20:03:08,,file-Ljpqyw1c8UtSQfKqwZBLUWPt,,8,24h,/v1/chat/completions,"{""user_token"": ""mH9NGHO4z-MAj3K-qLcziA""}",15.3108229637146,0,0,0,0,1.3554824554594138,0.7377447018752227,54.59310793876648
2024-07-18T20:04:17.772141,batch_BRQ9LyY1tSCy0Ehb8PuqR7Sl,in_progress,mH9NGHO4z-MAj3K-qLcziA,75,74,0,2024-07-18T20:03:08,,file-Ljpqyw1c8UtSQfKqwZBLUWPt,,8,24h,/v1/chat/completions,"{""user_token"": ""mH9NGHO4z-MAj3K-qLcziA""}",15.179033041000366,0,0,0,0,1.0605952312895084,0.9428667699968493,69.77214097976685
2024-07-18T20:04:32.918979,batch_BRQ9LyY1tSCy0Ehb8PuqR7Sl,completed,mH9NGHO4z-MAj3K-qLcziA,75,75,0,2024-07-18T20:03:08,2024-07-18T20:04:31,file-Ljpqyw1c8UtSQfKqwZBLUWPt,file-zjL4iPObumQHgCNw9741mHM9,8,24h,/v1/chat/completions,"{""user_token"": ""mH9NGHO4z-MAj3K-qLcziA""}",15.146838188171387,1,0,15.146838188171387,0.06602037914295074,0.8831947903151053,0.0,84.91897916793823
2024-07-18T20:54:33.280046,batch_hjzgCaVx81Mr60JhXvUIxnLS,finalizing,vQbtfY7PQDqIuRGR83-v3w,75,75,0,2024-07-18T20:53:47,,file-ixrjxwDEh9Y1Fx4usdZRFRgC,,8,24h,/v1/chat/completions,"{""user_token"": ""vQbtfY7PQDqIuRGR83-v3w""}",0.0,75,0,0.0,0,1.6205688305150667,0.0,46.28004598617554
2024-07-18T20:54:33.343741,batch_xLVEJ5pmZXyDmUVkyAtxhw8E,completed,vQbtfY7PQDqIuRGR83-v3w,17,17,0,2024-07-18T20:53:52,2024-07-18T20:54:30,file-y5LWiAbUXRrbqafWdWC1YfSn,file-u8eFKcnYrlLGtRyN6kR6Fj4E,8,24h,/v1/chat/completions,"{""user_token"": ""vQbtfY7PQDqIuRGR83-v3w""}",0.0,17,0,0.0,0,0.4111867870068303,0.0,41.343740940093994
2024-07-18T20:54:48.447487,batch_hjzgCaVx81Mr60JhXvUIxnLS,completed,vQbtfY7PQDqIuRGR83-v3w,75,75,0,2024-07-18T20:53:47,2024-07-18T20:54:36,file-ixrjxwDEh9Y1Fx4usdZRFRgC,file-TYI8Gk2GuV8JcntxHeV8NcyS,8,24h,/v1/chat/completions,"{""user_token"": ""vQbtfY7PQDqIuRGR83-v3w""}",15.16744089126587,0,0,0,0,1.2205543922339643,0.0,61.447486877441406
2024-07-18T22:10:29.474833,batch_21LVBMNkswMAq3p4C9mM3EBo,validating,fXZynu9FbjVZgpAC4WZqGQ,0,0,0,2024-07-18T22:10:27,,file-PWYD3QYR5ZmlBNsTBIiAFT6d,,96,24h,/v1/chat/completions,"{""user_token"": ""fXZynu9FbjVZgpAC4WZqGQ""}",0.0,0,0,0,0,0.0,0,2.4748330116271973
2024-07-18T22:10:44.678924,batch_21LVBMNkswMAq3p4C9mM3EBo,validating,fXZynu9FbjVZgpAC4WZqGQ,0,0,0,2024-07-18T22:10:27,,file-PWYD3QYR5ZmlBNsTBIiAFT6d,,96,24h,/v1/chat/completions,"{""user_token"": ""fXZynu9FbjVZgpAC4WZqGQ""}",15.20409107208252,0,0,0,0,0.0,0,17.678924083709717
2024-07-18T22:10:59.879683,batch_21LVBMNkswMAq3p4C9mM3EBo,validating,fXZynu9FbjVZgpAC4WZqGQ,0,0,0,2024-07-18T22:10:27,,file-PWYD3QYR5ZmlBNsTBIiAFT6d,,96,24h,/v1/chat/completions,"{""user_token"": ""fXZynu9FbjVZgpAC4WZqGQ""}",15.200758934020996,0,0,0,0,0.0,0,32.87968301773071
2024-07-18T22:11:15.114392,batch_21LVBMNkswMAq3p4C9mM3EBo,validating,fXZynu9FbjVZgpAC4WZqGQ,0,0,0,2024-07-18T22:10:27,,file-PWYD3QYR5ZmlBNsTBIiAFT6d,,96,24h,/v1/chat/completions,"{""user_token"": ""fXZynu9FbjVZgpAC4WZqGQ""}",15.234709024429321,0,0,0,0,0.0,0,48.114392042160034
2024-07-18T22:11:30.305964,batch_21LVBMNkswMAq3p4C9mM3EBo,in_progress,fXZynu9FbjVZgpAC4WZqGQ,4,0,0,2024-07-18T22:10:27,,file-PWYD3QYR5ZmlBNsTBIiAFT6d,,96,24h,/v1/chat/completions,"{""user_token"": ""fXZynu9FbjVZgpAC4WZqGQ""}",15.191571950912476,0,0,0,0,0.0,0,63.30596399307251
2024-07-18T22:11:45.453560,batch_21LVBMNkswMAq3p4C9mM3EBo,completed,fXZynu9FbjVZgpAC4WZqGQ,4,4,0,2024-07-18T22:10:27,2024-07-18T22:11:40,file-PWYD3QYR5ZmlBNsTBIiAFT6d,file-OvUxA8fVuSZbo9Np4UV9sXbD,96,24h,/v1/chat/completions,"{""user_token"": ""fXZynu9FbjVZgpAC4WZqGQ""}",15.14759612083435,4,0,3.7868990302085876,0.2640683028575279,0.05098557661618406,0.0,78.45356011390686
